# initial_x = 1
x,y
-1.16135,-0.259217
-1.16372,-0.213269
-1.16562,-0.167207
-1.16706,-0.121129
-1.16804,-0.0751306
-1.16856,-0.0293094
-1.16863,0.0162375
-1.16824,0.0614137
-1.1674,0.106123
-1.16612,0.150272
-1.1644,0.193768
-1.16225,0.236519
-1.15967,0.278438
-1.15668,0.31944
-1.15328,0.359442
-1.14949,0.398366
-1.14532,0.436137
-1.14078,0.472685
-1.13587,0.507941
-1.13062,0.541846
-1.12504,0.574339
-1.11914,0.605369
-1.11294,0.634886
-1.10645,0.662848
-1.09969,0.689214
-1.09267,0.713953
-1.08541,0.737033
-1.07793,0.758431
-1.07025,0.778126
-1.06238,0.796104
-1.05433,0.812353
-1.04614,0.826866
-1.0378,0.839641
-1.02935,0.85068
-1.02079,0.859987
-1.01215,0.867571
-1.00345,0.873443
-0.994691,0.87762
-0.985901,0.880118
-0.977094,0.880959
-0.968287,0.880166
-0.959496,0.877765
-0.950737,0.873782
-0.942026,0.868249
-0.933377,0.861195
-0.924807,0.852653
-0.916329,0.842659
-0.907959,0.831247
-0.899709,0.818453
-0.891594,0.804314
-0.883627,0.788869
-0.875821,0.772155
-0.868188,0.754213
-0.860741,0.73508
-0.85349,0.714796
-0.846448,0.693401
-0.839626,0.670935
-0.833033,0.647437
-0.82668,0.622947
-0.820577,0.597505
-0.814733,0.571149
-0.809157,0.54392
-0.803858,0.515855
-0.798843,0.486994
-0.79412,0.457375
-0.789698,0.427036
-0.785582,0.396015
-0.78178,0.364351
-0.778297,0.332079
-0.77514,0.299239
-0.772314,0.265865
-0.769824,0.231997
-0.767675,0.197669
-0.765872,0.16292
-0.764418,0.127784
-0.763318,0.0923003
-0.762573,0.0565036
-0.762189,0.0204312
-0.762166,-0.0158802
-0.762507,-0.0523936
-0.763214,-0.0890719
-0.764289,-0.125877
-0.765732,-0.162772
-0.767544,-0.199718
-0.769726,-0.236677
-0.772278,-0.273609
-0.775198,-0.310474
-0.778487,-0.347233
-0.782142,-0.383843
-0.786163,-0.420263
-0.790547,-0.45645
-0.795291,-0.492361
-0.800393,-0.527952
-0.805849,-0.563175
-0.811655,-0.597987
-0.817807,-0.632338
-0.8243,-0.66618
-0.831129,-0.699464
-0.838287,-0.732139
-0.84577,-0.764153
-0.853568,-0.795453
-0.861676,-0.825985
-0.870085,-0.855694
-0.878787,-0.884523
-0.887772,-0.912415
-0.897032,-0.939311
-0.906555,-0.965152
-0.916331,-0.989879
-0.926349,-1.01343
-0.936596,-1.03574
-0.947059,-1.05675
-0.957726,-1.0764
-0.968583,-1.09463
-0.979614,-1.11137
-0.990805,-1.12655
-1.00214,-1.14013
-1.0136,-1.15203
-1.02517,-1.1622
-1.03684,-1.17057
-1.04858,-1.17709
-1.06038,-1.1817
-1.07221,-1.18435
-1.08406,-1.185
-1.0959,-1.18358
-1.10772,-1.18005
-1.11949,-1.17438
-1.1312,-1.16653
-1.14282,-1.15647
-1.15432,-1.14416
-1.16569,-1.12959
-1.17691,-1.11275
-1.18794,-1.09362
-1.19877,-1.07219
-1.20938,-1.04849
-1.21973,-1.02251
-1.22982,-0.994274
-1.23961,-0.963815
-1.24909,-0.931165
-1.25823,-0.89637
-1.26701,-0.85948
-1.27541,-0.820559
-1.28341,-0.779675
-1.291,-0.736907
-1.29815,-0.692342
-1.30484,-0.646075
-1.31106,-0.598208
-1.3168,-0.548853
-1.32203,-0.498127
-1.32676,-0.446157
-1.33095,-0.393072
-1.33461,-0.33901
-1.33773,-0.284114
-1.34029,-0.22853
-1.3423,-0.172408
-1.34374,-0.115903
-1.34462,-0.0591693
-1.34492,-0.00236487
-1.34466,0.0543529
-1.34384,0.110826
-1.34245,0.166899
-1.3405,0.222417
-1.338,0.277229
-1.33496,0.331185
-1.33138,0.384143
-1.32728,0.435962
-1.32267,0.486509
-1.31756,0.535658
-1.31196,0.583287
-1.3059,0.629282
-1.29938,0.673538
-1.29243,0.715956
-1.28507,0.756446
-1.27731,0.794928
-1.26918,0.831327
-1.26069,0.86558
-1.25187,0.89763
-1.24274,0.92743
-1.23333,0.954942
-1.22365,0.980133
-1.21374,1.00298
-1.2036,1.02348
-1.19327,1.0416
-1.18278,1.05737
-1.17213,1.07078
-1.16137,1.08184
-1.15051,1.09058
-1.13957,1.09701
-1.12857,1.10118
-1.11755,1.10311
-1.10652,1.10285
-1.0955,1.10044
-1.08452,1.09592
-1.07359,1.08934
-1.06274,1.08077
-1.05198,1.07025
-1.04134,1.05784
-1.03083,1.0436
-1.02047,1.0276
-1.01028,1.00989
-1.00028,0.99054
-0.990477,0.969611
-0.980892,0.947167
-0.971538,0.923275
-0.962431,0.897996
-0.953583,0.871397
-0.945007,0.843541
-0.936716,0.814492
-0.928721,0.784312
-0.921033,0.753065
-0.913663,0.720812
-0.90662,0.687614
-0.899914,0.653531
-0.893552,0.618624
-0.887544,0.58295
-0.881896,0.546567
-0.876615,0.509533
-0.871707,0.471903
-0.867178,0.433732
-0.863034,0.395077
-0.859278,0.355989
-0.855915,0.316522
-0.852949,0.276729
-0.850382,0.236662
-0.848216,0.196371
-0.846455,0.155909
-0.845099,0.115324
-0.844149,0.0746674
-0.843605,0.0339889
-0.843469,-0.00666199
-0.843738,-0.0472359
-0.844413,-0.0876834
-0.845492,-0.127955
-0.846972,-0.168002
-0.848851,-0.207774
-0.851126,-0.247222
-0.853794,-0.286296
-0.85685,-0.324945
-0.860291,-0.363119
-0.864111,-0.400768
-0.868305,-0.437839
-0.872866,-0.474281
-0.877788,-0.510041
-0.883064,-0.545068
-0.888687,-0.579306
-0.894647,-0.612703
-0.900938,-0.645204
-0.907548,-0.676755
-0.914469,-0.707298
-0.921691,-0.736779
-0.929201,-0.765142
-0.93699,-0.79233
-0.945044,-0.818285
-0.953351,-0.842951
-0.961898,-0.866271
-0.970672,-0.888187
-0.979657,-0.908643
-0.98884,-0.927583
-0.998204,-0.94495
-1.00773,-0.960689
-1.01741,-0.974747
-1.02722,-0.98707
-1.03715,-0.997606
-1.04717,-1.00631
-1.05727,-1.01312
-1.06742,-1.01801
-1.07762,-1.02092
-1.08784,-1.02182
-1.09805,-1.02067
-1.10824,-1.01743
-1.11839,-1.01208
-1.12848,-1.0046
-1.13848,-0.994949
-1.14837,-0.983127
-1.15813,-0.969119
-1.16774,-0.95292
-1.17718,-0.934531
-1.18643,-0.913959
-1.19545,-0.891217
-1.20424,-0.866326
-1.21277,-0.839313
-1.22102,-0.810211
-1.22897,-0.779062
-1.2366,-0.745915
-1.24388,-0.710825
-1.25081,-0.673856
-1.25735,-0.635079
-1.2635,-0.594571
-1.26924,-0.552417
-1.27455,-0.508708
-1.27941,-0.463543
-1.28381,-0.417026
-1.28775,-0.369268
-1.2912,-0.320383
-1.29415,-0.270494
-1.2966,-0.219724
-1.29854,-0.168202
-1.29996,-0.116061
-1.30086,-0.0634357
-1.30123,-0.0104623
-1.30107,0.042721
-1.30038,0.0959757
-1.29915,0.149163
-1.29739,0.202146
-1.29511,0.254787
-1.2923,0.306954
-1.28897,0.358514
-1.28513,0.40934
-1.28079,0.459308
-1.27595,0.508299
-1.27063,0.556199
-1.26483,0.6029
-1.25857,0.648298
-1.25187,0.692298
-1.24473,0.73481
-1.23718,0.775752
-1.22922,0.815048
-1.22088,0.852631
-1.21218,0.888438
-1.20312,0.922418
-1.19373,0.954524
-1.18404,0.984716
-1.17405,1.01297
-1.16378,1.03925
-1.15327,1.06354
-1.14252,1.08584
-1.13156,1.10613
-1.1204,1.12443
-1.10908,1.14073
-1.09759,1.15505
-1.08598,1.16741
-1.07425,1.17783
-1.06243,1.18634
-1.05053,1.19297
-1.03858,1.19775
-1.02658,1.20073
-1.01457,1.20194
-1.00255,1.20143
-0.990546,1.19924
-0.978571,1.19543
-0.966642,1.19004
-0.954775,1.18312
-0.942985,1.17473
-0.931285,1.16492
-0.919691,1.15375
-0.908215,1.14127
-0.89687,1.12753
-0.885668,1.11259
-0.874622,1.0965
-0.863742,1.07932
-0.853039,1.0611
-0.842523,1.0419
-0.832204,1.02176
-0.822091,1.00074
-0.812192,0.978894
-0.802515,0.956263
-0.793069,0.9329
-0.78386,0.908852
-0.774894,0.884165
-0.766178,0.858885
-0.757718,0.833055
-0.749519,0.806719
-0.741585,0.779919
-0.733922,0.752694
-0.726533,0.725085
-0.719421,0.697129
-0.712591,0.668864
-0.706045,0.640326
-0.699786,0.611549
-0.693815,0.582568
-0.688135,0.553415
-0.682747,0.524122
-0.677653,0.49472
-0.672853,0.465239
-0.668348,0.435708
-0.664139,0.406155
-0.660225,0.376608
-0.656607,0.347093
-0.653283,0.317636
-0.650254,0.288263
-0.647517,0.258999
-0.645073,0.229867
-0.642919,0.20089
-0.641055,0.172093
-0.639477,0.143497
-0.638184,0.115125
-0.637174,0.0869981
-0.636443,0.0591377
-0.63599,0.0315647
-0.635811,0.00429995
-0.635903,-0.0226363
-0.636262,-0.0492239
-0.636886,-0.075443
-0.63777,-0.101274
-0.63891,-0.126697
-0.640302,-0.151693
-0.641943,-0.176243
-0.643826,-0.200327
-0.645947,-0.223926
-0.648303,-0.247023
-0.650886,-0.269596
-0.653693,-0.291629
-0.656717,-0.313102
-0.659953,-0.333996
-0.663395,-0.354293
-0.667037,-0.373974
-0.670872,-0.393021
-0.674895,-0.411415
-0.679098,-0.429137
-0.683475,-0.446169
-0.688019,-0.462493
-0.692723,-0.47809
-0.697579,-0.492943
-0.702579,-0.507034
-0.707717,-0.520344
-0.712983,-0.532856
-0.718371,-0.544552
-0.723872,-0.555416
-0.729477,-0.565431
-0.735177,-0.574579
-0.740965,-0.582846
-0.746831,-0.590215
-0.752766,-0.59667
-0.758762,-0.602198
-0.764807,-0.606784
-0.770894,-0.610415
-0.777012,-0.613078
-0.783152,-0.61476
-0.789304,-0.615452
-0.795458,-0.615141
-0.801604,-0.613821
-0.807731,-0.611481
-0.81383,-0.608115
-0.81989,-0.603716
-0.825901,-0.598281
-0.831852,-0.591806
-0.837733,-0.584288
-0.843534,-0.575728
-0.849244,-0.566125
-0.854853,-0.555483
-0.860351,-0.543806
-0.865726,-0.531099
-0.870969,-0.51737
-0.87607,-0.502628
-0.881018,-0.486884
-0.885804,-0.470151
-0.890418,-0.452445
-0.89485,-0.43378
-0.899091,-0.414176
-0.903131,-0.393654
-0.906961,-0.372234
-0.910572,-0.349943
-0.913957,-0.326804
-0.917106,-0.302846
-0.920011,-0.278098
-0.922665,-0.252592
-0.925061,-0.22636
-0.92719,-0.199435
-0.929047,-0.171855
-0.930625,-0.143655
-0.931918,-0.114874
-0.932921,-0.0855515
-0.933628,-0.055728
-0.934034,-0.0254448
-0.934135,0.00525586
-0.933927,0.0363312
-0.933407,0.0677379
-0.932572,0.0994322
-0.931418,0.13137
-0.929944,0.163508
-0.928147,0.195801
-0.926027,0.228207
-0.923583,0.260681
-0.920814,0.29318
-0.917719,0.325664
-0.9143,0.358089
-0.910558,0.390417
-0.906493,0.422606
-0.902106,0.45462
-0.897401,0.486422
-0.892379,0.517975
-0.887042,0.549247
-0.881395,0.580204
-0.875439,0.610816
-0.86918,0.641055
-0.86262,0.670894
-0.855763,0.700307
-0.848615,0.729271
-0.841179,0.757766
-0.833461,0.785773
-0.825466,0.813274
-0.817198,0.840254
-0.808662,0.866702
-0.799865,0.892605
-0.790812,0.917956
-0.781508,0.942747
-0.771959,0.966974
-0.762171,0.990634
-0.752148,1.01373
-0.741898,1.03625
-0.731425,1.05821
-0.720735,1.07961
-0.709835,1.10046
-0.698728,1.12076
-0.687421,1.14052
-0.675919,1.15976
-0.664228,1.17848
-0.652351,1.1967
-0.640295,1.21443
-0.628064,1.2317
-0.615663,1.2485
-0.603096,1.26487
-0.590367,1.28082
-0.577481,1.29636
-0.564441,1.31153
-0.551251,1.32634
-0.537915,1.3408
-0.524436,1.35495
-0.510817,1.3688
-0.497061,1.38237
-0.483171,1.39569
-0.469148,1.40878
-0.454996,1.42166
-0.440716,1.43435
-0.42631,1.44688
-0.411779,1.45927
-0.397125,1.47153
-0.382348,1.4837
-0.367451,1.49579
-0.352433,1.50782
-0.337294,1.51982
-0.322036,1.53181
-0.306658,1.54379
-0.29116,1.55581
-0.275542,1.56786
-0.259803,1.57997
-0.243942,1.59216
-0.227959,1.60444
-0.211853,1.61684
-0.195622,1.62935
-0.179266,1.64201
-0.162782,1.65481
-0.146169,1.66778
-0.129426,1.68091
-0.11255,1.69423
-0.0955402,1.70775
-0.0783943,1.72146
-0.0611104,1.73537
-0.0436863,1.74949
-0.0261199,1.76382
-0.0084092,1.77836
0.00944802,1.79312
0.0274539,1.80808
0.0456104,1.82325
0.0639196,1.83863
0.0823835,1.85419
0.101004,1.86994
0.119783,1.88586
0.138722,1.90194
0.157822,1.91816
0.177085,1.9345
0.196512,1.95094
0.216104,1.96746
0.235862,1.98402
0.255785,2.00061
0.275874,2.01719
0.296128,2.03371
0.316548,2.05015
0.337131,2.06645
0.357876,2.08258
0.378782,2.09848


# initial_x = 1.03333
x,y
1.0434,1.01344
1.0536,1.02511
1.0639,1.03497
1.07429,1.04296
1.08475,1.04904
1.09526,1.05314
1.10581,1.05524
1.11636,1.05527
1.12691,1.05322
1.13742,1.04903
1.14788,1.04269
1.15827,1.03416
1.16856,1.02343
1.17873,1.01047
1.18876,0.995283
1.19862,0.977859
1.20831,0.958203
1.21778,0.936323
1.22703,0.912236
1.23602,0.885965
1.24474,0.857542
1.25316,0.827004
1.26127,0.794399
1.26904,0.75978
1.27646,0.723209
1.2835,0.684757
1.29015,0.644501
1.29639,0.602527
1.30219,0.558927
1.30756,0.5138
1.31247,0.467255
1.3169,0.419404
1.32085,0.370366
1.3243,0.320267
1.32725,0.269236
1.32969,0.217407
1.3316,0.164919
1.33298,0.111914
1.33384,0.0585339
1.33415,0.00492524
1.33393,-0.0487658
1.33318,-0.102393
1.33189,-0.155809
1.33006,-0.20887
1.32771,-0.261433
1.32484,-0.313357
1.32145,-0.364506
1.31755,-0.414748
1.31315,-0.463953
1.30827,-0.512
1.30292,-0.558772
1.2971,-0.604156
1.29084,-0.64805
1.28415,-0.690357
1.27704,-0.730985
1.26953,-0.769854
1.26165,-0.806888
1.2534,-0.842021
1.24481,-0.875194
1.2359,-0.906355
1.22669,-0.935462
1.2172,-0.962479
1.20745,-0.987378
1.19746,-1.01014
1.18726,-1.03075
1.17685,-1.0492
1.16628,-1.06549
1.15555,-1.07963
1.14469,-1.09164
1.13373,-1.10152
1.12267,-1.1093
1.11155,-1.11501
1.10038,-1.11869
1.08918,-1.12036
1.07798,-1.12008
1.06678,-1.11787
1.05562,-1.1138
1.04451,-1.1079
1.03347,-1.10024
1.02252,-1.09085
1.01166,-1.07981
1.00092,-1.06716
0.990323,-1.05296
0.979871,-1.03727
0.969582,-1.02015
0.959472,-1.00165
0.949554,-0.981848
0.93984,-0.960789
0.930342,-0.938535
0.921073,-0.915146
0.912043,-0.89068
0.903262,-0.865194
0.894742,-0.838745
0.886491,-0.81139
0.878517,-0.783184
0.87083,-0.754182
0.863436,-0.724436
0.856343,-0.694001
0.849558,-0.662927
0.843087,-0.631266
0.836934,-0.599066
0.831107,-0.566377
0.825608,-0.533246
0.820443,-0.49972
0.815615,-0.465845
0.811127,-0.431666
0.806983,-0.397227
0.803184,-0.36257
0.799732,-0.32774
0.796629,-0.292776
0.793877,-0.25772
0.791475,-0.222613
0.789424,-0.187494
0.787725,-0.152401
0.786376,-0.117375
0.785377,-0.0824523
0.784727,-0.0476713
0.784423,-0.0130694
0.784465,0.0213165
0.784849,0.0554496
0.785573,0.0892932
0.786633,0.122811
0.788028,0.155967
0.789751,0.188724
0.791801,0.221047
0.794171,0.2529
0.796857,0.284246
0.799854,0.31505
0.803156,0.345274
0.806757,0.374884
0.810652,0.403842
0.814832,0.432113
0.819291,0.459658
0.824023,0.486443
0.829018,0.51243
0.834268,0.537583
0.839766,0.561864
0.845503,0.585237
0.851468,0.607664
0.857653,0.629109
0.864047,0.649536
0.87064,0.668907
0.877421,0.687185
0.88438,0.704336
0.891504,0.720323
0.898782,0.735111
0.906202,0.748666
0.913751,0.760952
0.921417,0.771937
0.929186,0.781589
0.937044,0.789876
0.944979,0.796769
0.952975,0.802237
0.961018,0.806255
0.969095,0.808797
0.977189,0.809838
0.985287,0.809356
0.993371,0.807333
1.00143,0.803751
1.00944,0.798595
1.01739,0.791853
1.02527,0.783516
1.03306,0.773578
1.04074,0.762035
1.0483,0.748888
1.05571,0.734141
1.06297,0.717801
1.07006,0.699881
1.07696,0.680394
1.08366,0.659361
1.09015,0.636805
1.0964,0.612753
1.1024,0.587237
1.10814,0.560293
1.1136,0.531961
1.11877,0.502286
1.12364,0.471315
1.12819,0.439102
1.13242,0.405703
1.1363,0.371177
1.13984,0.33559
1.14301,0.299008
1.14582,0.261502
1.14824,0.223145
1.15028,0.184015
1.15192,0.144189
1.15316,0.10375
1.15399,0.0627802
1.15441,0.0213637
1.15442,-0.0204134
1.154,-0.0624646
1.15317,-0.104703
1.15191,-0.147041
1.15023,-0.189392
1.14812,-0.23167
1.14559,-0.27379
1.14265,-0.315667
1.13928,-0.357219
1.1355,-0.398367
1.13131,-0.439031
1.12672,-0.479138
1.12173,-0.518615
1.11635,-0.557392
1.11059,-0.595403
1.10445,-0.632587
1.09794,-0.668886
1.09107,-0.704244
1.08386,-0.738611
1.0763,-0.771942
1.06842,-0.804193
1.06022,-0.835329
1.05172,-0.865314
1.04292,-0.894121
1.03384,-0.921724
1.02449,-0.948103
1.01488,-0.973242
1.00503,-0.997127
0.994946,-1.01975
0.98464,-1.04111
0.974128,-1.0612
0.96342,-1.08003
0.952531,-1.0976
0.941473,-1.11393
0.930257,-1.12901
0.918896,-1.14288
0.907403,-1.15554
0.895789,-1.16702
0.884067,-1.17734
0.872246,-1.18652
0.86034,-1.19459
0.848358,-1.20158
0.836312,-1.20752
0.824211,-1.21243
0.812066,-1.21636
0.799887,-1.21933
0.787683,-1.22137
0.775463,-1.22253
0.763235,-1.22283
0.751009,-1.22231
0.738792,-1.22101
0.726591,-1.21896
0.714415,-1.21619
0.70227,-1.21275
0.690162,-1.20866
0.678098,-1.20397
0.666085,-1.19871
0.654126,-1.1929
0.642228,-1.18659
0.630396,-1.1798
0.618634,-1.17258
