# initial_x = 1
x,y
1.27756,-0.00179469
1.5238,1.75151
1.51598,-1.19373
1.27756,-0.00508371
1.52536,1.74149
1.51491,-1.20341
1.27755,-0.00837304
1.5269,1.73142
1.51384,-1.21305
1.27755,-0.0116618
1.52843,1.72131
1.52444,-1.11257
1.27753,-0.0149506
1.52996,1.71115
1.52345,-1.12251
1.27752,-0.0182387
1.53147,1.70093
1.52244,-1.13243
1.2775,-0.0215267
1.53298,1.69067
1.52143,-1.14231
1.27748,-0.024814
1.5171,1.79361
1.52041,-1.15216
1.27746,-0.0281009
1.51869,1.78381
1.51939,-1.16197
1.27743,-0.0313871
1.52027,1.77395
1.51835,-1.17176
1.2774,-0.0346728
1.52184,1.76405
1.51731,-1.1815
1.27737,-0.0379576
1.5234,1.75409
1.51625,-1.19122
1.27756,-0.00423107
1.52495,1.74409
1.51519,-1.20091
1.27756,-0.00752021
1.5265,1.73404
1.51412,-1.21056
1.27755,-0.0108092
1.52803,1.72394
1.51304,-1.22017
1.27754,-0.0140979
1.52956,1.71378
1.5237,-1.11994
1.27752,-0.0173863
1.53108,1.70358
1.5227,-1.12986
1.27751,-0.0206743
1.53259,1.69334
1.5217,-1.13975
1.27749,-0.0239618
1.53409,1.68304
1.52068,-1.1496
1.27746,-0.0272488
1.51828,1.78635
1.51965,-1.15943
1.27744,-0.0305352
1.51986,1.77651
1.51862,-1.16922
1.27741,-0.033821
1.52143,1.76662
1.51758,-1.17898
1.27738,-0.037106
1.523,1.75668
1.51653,-1.18871
1.27756,-0.00337827
1.52455,1.74669
1.51547,-1.1984
1.27756,-0.00666749
1.5261,1.73665
1.5144,-1.20806
1.27755,-0.00995651
1.52764,1.72656
1.51332,-1.21768
1.27754,-0.0132453
1.52917,1.71642
1.52396,-1.11736
1.27753,-0.0165338
1.53069,1.70623
1.52296,-1.12729
1.27751,-0.0198219
1.5322,1.696
1.52196,-1.13719
1.27749,-0.0231095
1.5337,1.68571
1.52094,-1.14705
1.27747,-0.0263967
1.51786,1.7889
1.51992,-1.15689
1.27744,-0.0296832
1.51945,1.77907
1.51889,-1.16669
1.27742,-0.0329692
1.52103,1.76919
1.51785,-1.17645
1.27739,-0.0362544
1.52259,1.75926
1.5168,-1.18619
1.27756,-0.00252549
1.52415,1.74928
1.51574,-1.19589
1.27756,-0.00581474
1.5257,1.73926
1.51468,-1.20556
1.27755,-0.00910382
1.52724,1.72918
1.5136,-1.21519
1.27754,-0.0123927
1.52877,1.71905
1.52422,-1.11478
1.27753,-0.0156812
1.53029,1.70888
1.52322,-1.12472
1.27752,-0.0189694
1.53181,1.69866
1.52222,-1.13462
1.2775,-0.0222572
1.53331,1.68839
1.52121,-1.1445
1.27748,-0.0255445
1.51745,1.79144
1.52019,-1.15434
1.27745,-0.0288312
1.51904,1.78162
1.51916,-1.16415
1.27742,-0.0321173
1.52062,1.77176
1.51812,-1.17392
1.27739,-0.0354027
1.52219,1.76184
1.51707,-1.18367
1.27756,-0.0016727
1.52375,1.75188
1.51602,-1.19338
1.27756,-0.00496198
1.5253,1.74186
1.51495,-1.20305
1.27755,-0.00825111
1.52684,1.7318
1.51388,-1.2127
1.27755,-0.01154
1.52837,1.72168
1.52447,-1.1122
1.27753,-0.0148287
1.5299,1.71152
1.52348,-1.12214
1.27752,-0.018117
1.53141,1.70131
1.52248,-1.13206
1.2775,-0.0214048
1.53292,1.69105
1.52147,-1.14194
1.27748,-0.0246923
1.53442,1.68075
1.52045,-1.15179
1.27746,-0.0279791
1.51863,1.78417
1.51943,-1.16161
1.27743,-0.0312654
1.52021,1.77432
1.51839,-1.17139
1.2774,-0.034551
1.52178,1.76442
1.51734,-1.18114
1.27737,-0.0378359
1.52334,1.75446
1.51629,-1.19086
1.27756,-0.00410921
1.5249,1.74446
1.51523,-1.20055
1.27756,-0.00739838
1.52644,1.73441
1.51416,-1.2102
1.27755,-0.0106874
1.52798,1.72431
1.51308,-1.21982
1.27754,-0.0139761
1.5295,1.71416
1.52374,-1.11957
1.27752,-0.0172645
1.53102,1.70396
1.52274,-1.12949
1.27751,-0.0205525
1.53253,1.69372
1.52173,-1.13938
1.27749,-0.02384
1.53403,1.68342
1.52072,-1.14924
1.27746,-0.027127
1.51822,1.78672
1.51969,-1.15907
1.27744,-0.0304135
1.5198,1.77688
1.51866,-1.16886
1.27741,-0.0336993
1.52137,1.76699
1.51762,-1.17862
1.27738,-0.0369843
1.52294,1.75705
1.51657,-1.18835
1.27756,-0.00325643
1.5245,1.74706
1.51551,-1.19804
1.27756,-0.00654564
1.52604,1.73702
1.51444,-1.2077
1.27755,-0.00983468
1.52758,1.72693
1.51336,-1.21733
1.27754,-0.0131235
1.52911,1.7168
1.524,-1.11699
1.27753,-0.016412
1.53063,1.70661
1.523,-1.12692
1.27751,-0.0197001
1.53214,1.69638
1.522,-1.13682
1.27749,-0.0229877
